,id,sighting_date,species,number,latitude,longitude,comments,image_url,sighting_date_datetime,year,month,month_name,week_num
82743,1441507485,2015-09-05,Monarch Fall Roost,75,44.329,-96.642,"Third roost of the season, my first sightings were on 8/20 and 8/21. I wasn't expecting another roost, but my oldest informed me of the monarchs starting to roost along our shelter belts which are surrounded by an alfalfa field. Lots of monarchs forming roosts in the cottonwoods, cedars, mountain ash and elm trees. All out of the wind, clustering on the north side of the trees around 8:00pm. Most were small clusters but the elm tree had 3-4 clusters with 35 total in that tree (same tree they used before). Temp 81, South wind 11 mph, Dew Point 72'F, Relative Humidity 74% with Pressure @ 29.83""I will go out in the morning to hopefully get a better count. They have all been busy fueling up on the joe pye weed, golden rods, asters, blazing stars, coneflowers, zinnias, and alfalfa in my yard. I posted a video to your facebook page tonight of the roost too, probably not the best quality.",https://journeynorth.org/jnorth/images/userfiles2015/09/1441507485.jpg,2015-09-05,2015,9,September,36
82747,1441509904,2015-09-04,Monarch PEAK Migration,40,45.404,-93.268,"Observed at BigBio prairie plots at Cedar Creek Ecosystem Science Reserve. So many!<p>We saw all 40 at the same time. They whirled around. A co-worker asked, ""What do you call a tornado of monarchs? ...Must be a Monado!"" The monarchs were feeding, but also moving around a lot. It was difficult to count, but we took turns getting between 35 - 45 individuals, so we made a best guess at about 40 monarchs. We were visiting the Cedar Creek Ecosystem Science Reserve at the BigBio research site. This site includes a native prairie biodiversity study involving over 300 9m X 9m plots planted with prairie plants in 1, 2, 4, 8, 16, and 32 species. ",,2015-09-04,2015,9,September,36
82754,1441546796,2015-09-02,Monarch PEAK Migration,50,45.864,-84.626,"Lots of monarch butterflies on agastache ""hummingbird mint"" and Pinky Winky hydrangea from Proven Winners. There were about 50 at the same time as I gave tours for 6 hours on Monday and Tuesday at this garden.  Temps were in the high 70's low 80's on Monday and then 85ish on Tuesday. Times were 2-5:30 pm. I'm not sure about the wind. ",https://journeynorth.org/jnorth/images/userfiles2015/09/1441546796.jpg,2015-09-02,2015,9,September,36
82755,1441547841,2015-09-05,Monarch Fall Roost,25,40.939,-83.822,"This morning (9/6) I saw about 25 monarchs scattered about in the shelter of the pines and maples. They were beginning to awake and fly around as the sun warmed them. I found one small cluster of 7 that I was able to photograph. The past few days we have seen monarchs flying through and stopping to nectar on the flowers in the garden. This year, we have a large field of blooming clover surrounding our property. Hoping to see more of the butterflies when the wind shifts to the north later this week. Today the wind is light and from the south, the forecast high is 90 degrees.<p>Editor's note: We've re-dated this report from 9/06 to 9/05, the night the roost formed.",https://journeynorth.org/jnorth/images/userfiles2015/09/1441547841.jpg,2015-09-05,2015,9,September,36
82799,1441565485,2015-09-05,Monarch Fall Roost,200,44.911,-93.887,I had previously seen around 30 or so in the trees at the bottom of a hill in back of the house. This morning I looked in a slightly different area and there are around 200 hundred floating around and roosting. ,,2015-09-05,2015,9,September,36
82847,1441578557,2015-09-06,Monarch PEAK Migration,500,44.415,-85.148,"We saw hundreds of monarchs all heading south over Lake Missaukee in Lake City, Mi.  This is the first time we have ever seen this happen. <p>It was definitely very cool to watch.  We sat on the beach for about four or five hours on Saturday and saw them consistently the entire time.  The next day (Sunday) was the same.  The weather was sunny and hot - mid to upper 80s.  Wind blowing off the lake toward the east.  We'd never seen anything like it!",,2015-09-06,2015,9,September,36
82865,1441588986,2015-09-06,Monarch Fall Roost,70,43.086,-91.423,"We were disappointed during the day when we only saw 2 but when we began looking for roosts tonight and a neighbor called, we saw some nice groups.  One was 21 and the other was 11 as well as several smaller ones of 3-5.  There were quite a few monarchs that were just fluttering through the trees. We did find one with a tag we put on yesterday.  They all look to be in good condition for the trip.  A cold front will be going through tonight, I expect them to begin their migration tomorrow.  We'll see!<p>September 7<br>Even though the front coming in from the north did not cool us off much, The monarchs have set off on their journey.  Last night I reported 70 monarchs and two roosting groups of 11 and 21 with one tagged.  Tonight, 9 total, one roosting group of 2 and no tagged monarchs.  Migration is under way here. ",https://journeynorth.org/jnorth/images/userfiles2015/09/1441588986.jpg,2015-09-06,2015,9,September,36
82886,1441594968,2015-09-06,Monarch Fall Roost,60,44.52,-92.546,"Went out to marshy area where I have been watching them every day. it had been raining all day, and very hot and humid. When I noticed the rain was stopping I went out hoping they would be out. As the sun was coming out more, they started fluttering out from all of the trees and out into the sun. It is always difficult to get a count there as it is an area the size of a football field.  A ""quick count"" was over 40 when it became too difficult to count more. It wasn't long before the sun started setting and they slowly started finding resting places among the trees.While the numbers have varied this is most definitely a stopover spot. It is very exciting.",,2015-09-06,2015,9,September,36
82892,1441600878,2015-09-05,Monarch Fall Roost,200,44.593,-93.749,"The numbers increased today (9/6).  We  have had storms the last 2 days but early this morning around 9:00, I photographed more groups gathering in our Silver Maple trees.  I have also noted  black moths that seems to be mixing in with the group.  I would say there was probably 200 or more butterflies today.<p>Editor's note: We've re-dated this report from 9/06 to 9/05, the night the roost formed.",https://journeynorth.org/jnorth/images/userfiles2015/09/1441600878.jpg,2015-09-05,2015,9,September,36
82921,1441636404,2015-09-06,Monarch Fall Roost,160,46.709,-96.335,"We had about 160 Monarchs roosting here in 10 or so separate roosts. The largest was 45 with another 35 twenty feet away. These 2 roosts were within 50 feet of the house. Other smaller roosts were scattered around the farm site and two roosts of about 15 each were on a prairie remnant. A lot of Monarchs have been on the move through west central MN this weekend, the cold front overnight should move them out. We were fortunate to observe the 2 roosts near the house this morning (9-7) and watched the Monarchs warm in the sun and head south.",https://journeynorth.org/jnorth/images/userfiles2015/09/1441636404.jpg,2015-09-06,2015,9,September,36
82952,1441648247,2015-09-06,Monarch Fall Roost,500,46.653,-98.621,"What a beautiful sight. While out check cattle we ran into some pure beauty. They have been hanging around for about four hour. We will go back out today to see if they are still here.<p>We first saw them around 3pm, went back to check on them just before dark. 8:30 pm and they were still there. As for how many I would say maybe 500. I am guessing. Lots in several  trees.  When we went back out today 9/7/2015 at 2pm they were gone only saw 3 flying around. Temp over night got down in the 40's. Morning was windy and very chilly. No wind very shielded area.Food source around: sweet clover and alfalfa. I wish we would have noticed them sooner. Our Temps are dropping so no surprise they are on the move.",https://journeynorth.org/jnorth/images/userfiles2015/09/1441648247.jpg,2015-09-06,2015,9,September,36
82988,1441659868,2015-09-06,Monarch Fall Roost,175,40.939,-83.822,"In the evening, around 7:30 - 8:00 we were walking along the rows of pine trees and watching as the monarchs settled in for the night. There were defintely more than the previous night. This morning we went out to look for them. It was already 70 degrees and they had begun to wake up and fly around. They were scattered in small groups, and as soon as we approached they flew away. Breeze began to increase and it was hard to get a photo. Checked again about 4 this afternoon. It was 91 degrees and they were resting in the shade and nectaring out in the clover. Conservative estimate 175 -200 monarchs.",https://journeynorth.org/jnorth/images/userfiles2015/09/1441659868.jpg,2015-09-06,2015,9,September,36
83028,1441674774,2015-09-07,Monarch Fall Roost,500,41.513,-83.58,Have had large numbers again today (9/7). A lot of clusters tonight at sunset. Again very hot and humid southwest winds a bit stronger today. My cousin next farm over has seen large numbers in her (9/7) woods the past few days also. ,https://journeynorth.org/jnorth/images/userfiles2015/09/1441674774.jpg,2015-09-07,2015,9,September,37
83035,1441676387,2015-09-07,Monarch PEAK Migration,24,44.52,-92.546,Went to the Pottery Pond marsh area this morning. After heavy rain and thunderstorms last night I wasn't sure what to expect. Counted 24. Noticed several hunkered down behind the clusters of Purple Loosestrife due to the wind. Didn't try to include those in the count. ,,2015-09-07,2015,9,September,37
83037,1441676747,2015-09-07,Monarch PEAK Migration,21,44.52,-92.546,"While sitting at Rail road crossing waiting for train, a string of monarchs flew overhead in a matter of about 10 minutes. There were a couple small groups of 3-5. ",,2015-09-07,2015,9,September,37
83042,1441678063,2015-09-07,Monarch Fall Roost,100,44.52,-92.546,"Evening visit to pottery pond marsh. Most I have seen yet. Had to guesstimate numbers due to large space, but I feel they are still conservative. More clustered on the Purple Loosestrife. Before today it was mostly one, maybe two, tonight there were clusters of 4 and 5. Was there from 5pm-7pm. As I was leaving they were once again fluttering into the trees to settle in for the evening.",https://journeynorth.org/jnorth/images/userfiles2015/09/1441678063.jpg,2015-09-07,2015,9,September,37
83046,1441679717,2015-09-04,Monarch Fall Roost,30,44.52,-92.546,"Visited the marsh in the evening again. 6-dusk. Good activity among the loosestrife. As the sun set they started settling into the trees. Like the last time they were not all in one tree. Saw 5 in one tree, 2 in two trees and 5 individuals in neighboring trees. ",https://journeynorth.org/jnorth/images/userfiles2015/09/1441679717.jpg,2015-09-04,2015,9,September,36
